id,context,response,tags
1170,"Give Business name for DecisionResponse.scrubbedClaim.claim.remittance.primaryDenied","Claim Denied by Primary Payer YN ",bca
1171,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4TreatmentPeriodTime","New York Workers Comp C-4 OT-PT Treatment Period ",bca
1172,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.ansiSpecialtyDeletedDate","Rendering Provider Taxonomy Deleted Date ",bca
1173,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.ansiSpecialtyAnsiCode","Medical Group Taxonomy Code ",bca
1174,"Give Business name for DecisionResponse.scrubbedClaim.claim.anesthesia.siblingClaims","Sibling Claims ",bca
1175,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderEnrollmentStatus.npiOnFileStatusId","Provider NPI On File ",bca
1176,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.guarantor.address.countryId","Guarantor Country ID ",bca
1177,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.entityType.id","Supervising Provider Entity Type ID ",bca
1178,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.relationshipToInsured.id","Patient Relationship To Guarantor ID ",bca
1179,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.status.primaryDenied","Primary Charge Denied Flag ",bca
1180,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.anesthesiaStartTime","Charge Anesthesia Start Time ",bca
1181,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.anesthesiaEndTime","Charge Anesthesia End Time ",bca
1182,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges[].{0}.anesthesiaTimeSheetData.physicalStatusModifier","Anesthesia Time Sheet Physical Status Modifier ",bca
1183,"Give Business name for Charge.overrideLegacyRuleIds","Overridden Flag ",bca
1184,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.checkDemographics).checkDemographicsValue","Eligibility Patient Date of Birth ",bca
1185,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.wellChildCare.epsdtReferralReasons[2]","EPSDT Second Referral Reason ",bca
1186,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.wellChildCare.epsdtReferralReasons[3]","EPSDT Third Referral Reason ",bca
1187,"Give Business name for DecisionResponse.claim.charges.anesthesiaProviders.id","Anesthesia Directing Provider ID ",bca
1188,"Give Business name for Reference Data.visitDetails.visitCharges.visitChargeId, DecisionResponse.claim.charges.rolledUpCharges.visitChargeid"","Visit Charge ID ",bca
1189,"Give Business name for DecisionResponse.refData.chargeAmounts.description","Fee Schedule Procedure Code Description ",bca
1190,"Give Business name for DecisionResponse.refData.chargeAmounts.procedureCodeGroupId","Fee Schedule Procedure Code Group ID ",bca
1191,"Give Business name for DecisionResponse.Claim.workersCompensation.nyForm.injuryCity","New York Workers Comp C-4 Address Where Injury Occurred ",bca
1192,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.createdDate","Charge Created Date ",bca
1193,"Give Business name for DecisionResponse.scrubbedClaim.claim.billingGroup.claimType","Billing Group Claim Type ",bca
1194,"Give Business name for charge.nonCoveredProcedureCode","Non-Covered Procedure Code Flag ",bca
1195,"Give Business name for DecisionResponse.activeInsurance.eligibility.benefits.mSeg.messages","Eligibility Message Segment ",bca
1196,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.referringProviderNumber.id","Referring Provider Number ID ",bca
1197,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.baseUnits","Anesthesia Base Unit Mapping ",bca
1198,"Give Business name for DecisionResponse.refData.ttransactions.transactionReasonId","Reference Data Transactions Transaction Reason ID ",bca
1199,"Give Business name for DecisionResponse.refData.ttransactions.parentChargeId","Reference Data Transactions Parent Charge ID ",bca
1200,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.outsideFacilityCliaNumberRequiredYN","Charge Level CLIA Required For Outside Facility Flag ",bca
1201,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.serviceAddons.dme.feeScheduleCategoryCode","Charge DME Fee Schedule Category Code ",bca
1202,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.attachmentTransmissionCode","Charge Attachment Transmission Code ",bca
1203,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.immunization.batchNumber, DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.immunization.batchNumber"","Immunization Lot Number ",bca
1204,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.certificationRevisionDate","Certification Revision Date For Formatting ",bca
1205,"Give Business name for DecisionResponse.activeInsurance.eligibility.benefits.monetaryAmount","Eligibility Monetary Amount ",bca
1206,"Give Business name for DecisionResponse.activeInsurance.eligibility.benefits.planNetwork","Eligibility Plan Network Indicator ",bca
1207,"Give Business name for DecisionResponse.scrubbedClaim.claim.nyMedicaidSeparateTransferLines","NYMcaidHCFA Separate Transfer Lines ",bca
1208,"Give Business name for (DecisionResponse.activeInsurance.eligibility.benefits).relatedEntity.idType)","Eligibility Related Entity ID Types ",bca
1209,"Give Business name for DecisionResponse.activeInsurance.eligibility.benefits.relatedEntity.identificationNumber","Eligibility Related Entity Identifiers ",bca
1210,"Give Business name for DecisionResponse.claim.Charges.bilateralSurgeryFlag","Bilateral Surgery Flag ",bca
1211,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.cosurgeryFlag","Co-Surgery Flag ",bca
1212,"Give Business name for (PatientOrInsuranceBKM.Fetch Secondary PayerDecisionResponse).insurancePackage.mspInsuranceTypeCode","Medicare Secondary Payer Insurance Type Code ",bca
1213,"Give Business name for DecisionResponse.scrubbedClaim.claim.completeCharges.isOrphan","Procedure Code Orphan Flag ",bca
1214,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.fieldName","Charge Audit Field Name ",bca
1215,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.newValue","Charge Audit Field New Value ",bca
1216,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.oldValue","Charge Audit Field Old Value ",bca
1217,"Give Business name for DecisionResponse.refData.patientInsurances.subscriber.lastname","Policy Holder Last Name With Special Characters ",bca
1218,"Give Business name for DecisionResponse.refData.patientInsurances.subscriber.nameSuffix","Policy Holder Name Suffix With Special Characters ",bca
1219,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.cmnQuestions.number","CMN Question Number Type ",bca
1220,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.cmnQuestions.additionalInfo","CMN Question Additional Info Type ",bca
1221,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.cmnQuestions.percent","CMN Question Percent Type ",bca
1222,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.extraClaimFields.fieldName","Reference Data Ambulance Signature File Name ",bca
1223,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.extraClaimFields.data","Reference Data Ambulance Trip Signature Type ",bca
1224,"Give Business name for  DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.labCheckbox","Palmetto Fax Cover Sheet Lab Checkbox ",bca
1225,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.podiatryCheckbox","Palmetto Fax Cover Sheet Podiatry Checkbox ",bca
1226,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.anesthesiaCheckbox","Palmetto Fax Cover Sheet Anesthesia Checkbox ",bca
1227,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.radiologyCheckbox","Palmetto Fax Cover Sheet Radiology Checkbox ",bca
1228,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.ambulanceCheckbox","Palmetto Fax Cover Sheet Ambulance Checkbox ",bca
1229,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.chiropracticCheckbox","Palmetto Fax Cover Sheet Chiropractic Checkbox ",bca
1230,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.otherCheckbox","Palmetto Fax Cover Sheet Other Checkbox ",bca
1231,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.palmetto.surgeryCheckbox","Palmetto Fax Cover Sheet Surgery Checkbox ",bca
1232,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.claimFormat","Active Insurance Claim Format ID ",bca
1233,"Give Business name for Charge.medicareStatusCode","Medicare Status Code ",bca
1234,"Give Business name for DecisionResponse.scrubbedClaim.claim.charge.serviceDays","Charge Service Days ",bca
1235,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.capwizards.id","Capitation Wizard ID ",bca
1236,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.capwizards.deleted","Capitation Wizard Deleted Date ",bca
1237,"Give Business name for DecisionResponse.scrubbedClaim.claim.attachments.createdBy","Attachment Created By ",bca
1238,"Give Business name for DecisionResponse.scrubbedClaim.claim.historicalNotes.claimId","Claim Note Claim ID ",bca
1239,"Give Business name for DecisionResponse.scrubbedClaim.claim.historicalNotes.patientInsuranceId","Claim Note Patient Insurance ID ",bca
1240,"Give Business name for charge.primaryDenialERAKickCode","Charge Primary Denial ERA Kick Code ",bca
1241,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.insurances.diagnosiscodesicd10","Patient Insurance Accepted ICD-10 Diagnosis Codes ",bca
1242,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode09","Value Code 09 ",bca
1243,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.ubForm.admissionSource","Admission Source ",bca
1244,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.ubForm.admissionType","Admission Type ",bca
1245,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.attendingProvider.ssn","Attending Provider SSN ",bca
1246,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.ssn","Rendering Provider SSN ",bca
1247,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2SaturationTestDate","Oxygen Saturation Test Date ",bca
1248,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.abgTestDate","ABG Test Date ",bca
1249,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.claimSubmissionCategory.overrideId","Active Alternate Claim Submission Category ID ",bca
